user_id,persona,home_state,home_region,home_lat,home_lng,age_band,party,budget,activity,signed_up
u0000044,food-first,Rajasthan,north,28.0229,73.3119,45-54,friends,premium,32,2024-01-31
u0000045,food-first,Bihar,east,24.6961,84.9911,25-34,solo,shoestring,1,2024-01-20
u0000046,heritage-seeker,Uttarakhand,north,27.4924,77.6737,35-44,couple,moderate,4,2024-06-12
u0000047,pilgrim,Manipur,northeast,24.817,93.9368,18-24,solo,moderate,1,2025-02-17
u0000048,heritage-seeker,Karnataka,south,15.335,76.46,55+,couple,comfortable,8,2025-07-18
u0000049,heritage-seeker,Gujarat,west,21.1702,72.8311,35-44,solo,premium,2,2024-04-19
u0000050,heritage-seeker,Maharashtra,west,18.5204,73.8567,55+,friends,comfortable,3,2024-08-12
u0000051,heritage-seeker,Rajasthan,north,24.8887,74.6269,25-34,couple,premium,1,2024-03-05
u0000052,heritage-seeker,Madhya Pradesh,central,23.1815,79.9864,55+,couple,comfortable,1,2025-04-21
u0000053,food-first,Andhra Pradesh,south,16.5062,80.648,25-34,solo,moderate,8,2025-04-01
u0000054,weekend-escaper,Andhra Pradesh,south,13.6288,79.4192,45-54,couple,comfortable,1,2024-08-05
u0000055,mountain-walker,Jharkhand,east,23.3441,85.3096,45-54,solo,comfortable,7,2024-01-15
u0000056,family-holiday,Himachal Pradesh,north,32.2432,77.1892,45-54,family,comfortable,1,2025-01-23
u0000057,pilgrim,Himachal Pradesh,north,32.2432,77.1892,55+,couple,premium,2,2024-07-06
u0000058,heritage-seeker,Karnataka,south,13.3161,75.772,55+,friends,comfortable,1,2024-07-19
u0000059,mountain-walker,Assam,northeast,26.95,94.17,18-24,family,shoestring,1,2025-07-02
u0000060,heritage-seeker,Karnataka,south,13.3409,74.7421,18-24,family,comfortable,1,2024-09-23
u0000061,family-holiday,Madhya Pradesh,central,24.8318,79.9199,55+,solo,moderate,8,2024-09-14
u0000062,heritage-seeker,Bihar,east,24.6961,84.9911,18-24,couple,moderate,1,2024-09-22
u0000063,food-first,Maharashtra,west,18.7546,73.4062,35-44,family,comfortable,2,2024-06-07
u0000064,heritage-seeker,West Bengal,east,22.5726,88.3639,35-44,solo,comfortable,5,2024-10-13
u0000065,mountain-walker,Kerala,south,8.7379,76.7163,25-34,solo,comfortable,1,2024-11-25
u0000066,weekend-escaper,Karnataka,south,15.918,75.685,55+,couple,moderate,5,2024-09-04
u0000067,heritage-seeker,Ladakh,north,34.1526,77.5771,25-34,friends,comfortable,1,2024-05-05
u0000068,pilgrim,Rajasthan,north,26.4499,74.6399,55+,couple,moderate,2,2025-08-28
u0000069,heritage-seeker,Uttar Pradesh,central,27.5806,77.7006,55+,family,moderate,2,2025-01-17
u0000070,heritage-seeker,Rajasthan,north,26.838,70.9,25-34,couple,premium,1,2025-08-07
u0000071,mountain-walker,Kerala,south,10.0889,77.0595,25-34,family,shoestring,22,2024-02-06
u0000072,mountain-walker,Karnataka,south,14.5479,74.3188,55+,friends,comfortable,1,2024-06-06
u0000073,food-first,Madhya Pradesh,central,23.1765,75.7885,25-34,solo,premium,2,2024-06-19
u0000074,mountain-walker,Rajasthan,north,24.5926,72.7156,55+,solo,premium,1,2025-07-16
u0000075,weekend-escaper,Maharashtra,west,19.8762,75.3433,18-24,solo,premium,1,2024-06-13
u0000076,pilgrim,Uttarakhand,north,29.53,78.7747,35-44,couple,premium,3,2024-04-24
u0000077,weekend-escaper,Rajasthan,north,24.5926,72.7156,45-54,couple,moderate,1,2024-07-19
u0000078,pilgrim,Rajasthan,north,26.838,70.9,45-54,solo,premium,1,2025-03-23
u0000079,mountain-walker,Tamil Nadu,south,9.9252,78.1198,55+,family,comfortable,1,2025-09-23
u0000080,heritage-seeker,Himachal Pradesh,north,32.2432,77.1892,25-34,family,comfortable,2,2025-09-02
u0000081,weekend-escaper,Sikkim,northeast,27.3314,88.6138,25-34,solo,moderate,3,2025-05-18
u0000082,food-first,Bihar,east,24.6961,84.9911,35-44,couple,shoestring,8,2024-11-13
u0000083,heritage-seeker,Rajasthan,north,24.5926,72.7156,55+,solo,comfortable,1,2025-02-18
u0000084,food-first,Karnataka,south,15.335,76.46,35-44,couple,moderate,1,2025-05-18
u0000085,family-holiday,Himachal Pradesh,north,32.219,76.3234,18-24,family,moderate,2,2025-03-24
u0000086,pilgrim,Kerala,south,9.5916,77.1603,18-24,solo,moderate,3,2024-07-25
u0000087,family-holiday,Jammu & Kashmir,north,32.7266,74.857,25-34,family,moderate,5,2025-08-01
u0000088,beach-and-slow,Tamil Nadu,south,10.2381,77.4892,55+,family,moderate,1,2024-12-18
u0000089,weekend-escaper,Maharashtra,west,21.1458,79.0882,35-44,family,moderate,1,2024-03-31
u0000090,heritage-seeker,Himachal Pradesh,north,32.01,77.3152,18-24,couple,moderate,1,2025-07-18
u0000091,heritage-seeker,Karnataka,south,12.3375,75.8069,45-54,solo,moderate,1,2025-06-16
u0000092,mountain-walker,Himachal Pradesh,north,32.01,77.3152,45-54,family,premium,2,2024-04-18
u0000093,heritage-seeker,Chandigarh,north,30.7333,76.7794,45-54,couple,moderate,7,2025-04-24
u0000094,weekend-escaper,Jammu & Kashmir,north,34.0837,74.7973,18-24,solo,premium,7,2025-06-25
u0000095,family-holiday,Karnataka,south,15.2689,76.3909,45-54,family,premium,1,2024-12-05
u0000096,heritage-seeker,Karnataka,south,15.918,75.685,55+,friends,shoestring,3,2024-07-21
u0000097,beach-and-slow,Rajasthan,north,26.838,70.9,25-34,couple,moderate,1,2024-01-22
u0000098,beach-and-slow,Rajasthan,north,26.4899,74.5511,18-24,couple,shoestring,1,2024-05-31
u0000099,weekend-escaper,Rajasthan,north,28.0229,73.3119,55+,solo,comfortable,2,2025-03-23
u0000100,food-first,Tamil Nadu,south,11.4102,76.695,35-44,family,comfortable,1,2025-06-15
u0000101,family-holiday,Madhya Pradesh,central,23.1815,79.9864,35-44,couple,shoestring,2,2025-01-21
u0000102,weekend-escaper,Gujarat,west,23.2156,72.6369,25-34,couple,comfortable,1,2024-04-17
u0000103,food-first,Kerala,south,8.5241,76.9366,55+,family,shoestring,1,2025-03-27
u0000104,food-first,Madhya Pradesh,central,22.7196,75.8577,45-54,couple,moderate,3,2024-06-08
u0000105,mountain-walker,Rajasthan,north,24.5854,73.7125,18-24,solo,shoestring,2,2025-01-06
u0000106,mountain-walker,Madhya Pradesh,central,24.8318,79.9199,55+,family,comfortable,1,2025-06-30
u0000107,heritage-seeker,Maharashtra,west,18.7546,73.4062,18-24,family,moderate,3,2025-06-30
u0000108,mountain-walker,Himachal Pradesh,north,32.01,77.3152,18-24,friends,moderate,1,2025-09-24
u0000109,weekend-escaper,Kerala,south,8.4004,76.9784,18-24,family,moderate,7,2025-09-12
u0000110,pilgrim,Karnataka,south,13.3161,75.772,45-54,family,comfortable,1,2025-02-26
u0000111,heritage-seeker,Madhya Pradesh,central,24.8318,79.9199,25-34,solo,comfortable,1,2024-02-28
u0000112,beach-and-slow,Uttarakhand,north,30.4598,78.0644,18-24,couple,shoestring,5,2024-06-16
u0000113,heritage-seeker,Madhya Pradesh,central,23.1765,75.7885,35-44,solo,moderate,1,2024-07-04
u0000114,weekend-escaper,Andaman & Nicobar,north,11.6234,92.7265,35-44,couple,shoestring,1,2024-12-16
u0000115,weekend-escaper,Maharashtra,west,18.7546,73.4062,25-34,family,moderate,1,2024-06-25
u0000116,weekend-escaper,Tripura,northeast,23.8315,91.2868,35-44,couple,comfortable,1,2025-08-09
u0000117,beach-and-slow,Himachal Pradesh,north,32.219,76.3234,18-24,couple,premium,1,2024-06-25
u0000118,weekend-escaper,Karnataka,south,12.9716,77.5946,25-34,friends,shoestring,4,2024-08-20
u0000119,pilgrim,Karnataka,south,13.3409,74.7421,25-34,family,shoestring,3,2024-09-24
u0000120,mountain-walker,Gujarat,west,22.2394,68.9678,35-44,couple,moderate,1,2024-07-06
u0000121,pilgrim,Rajasthan,north,24.5854,73.7125,25-34,family,moderate,1,2025-06-25
u0000122,family-holiday,Karnataka,south,13.3409,74.7421,25-34,couple,premium,1,2024-11-13
u0000123,family-holiday,Arunachal Pradesh,northeast,27.0844,93.6053,55+,couple,comfortable,3,2024-06-15
u0000124,beach-and-slow,Maharashtra,west,19.9975,73.7898,18-24,friends,moderate,1,2025-02-27
u0000125,family-holiday,Karnataka,south,12.2958,76.6394,55+,couple,comfortable,1,2025-01-02
u0000126,family-holiday,Jharkhand,east,23.3441,85.3096,55+,friends,shoestring,1,2025-03-08
u0000127,weekend-escaper,Kerala,south,9.9312,76.2673,25-34,friends,shoestring,2,2024-09-26
u0000128,mountain-walker,Uttarakhand,north,30.3165,78.0322,18-24,friends,comfortable,1,2024-07-28
u0000129,heritage-seeker,Karnataka,south,15.2689,76.3909,35-44,couple,moderate,1,2025-03-23
u0000130,heritage-seeker,Karnataka,south,14.5479,74.3188,18-24,family,comfortable,1,2024-07-22
u0000131,pilgrim,Karnataka,south,15.918,75.685,35-44,couple,moderate,1,2024-02-29
u0000132,beach-and-slow,Chandigarh,north,30.7333,76.7794,18-24,solo,moderate,5,2024-02-17
u0000133,mountain-walker,Chhattisgarh,central,21.2514,81.6296,55+,solo,premium,1,2025-02-12
u0000134,weekend-escaper,Andhra Pradesh,south,17.6868,83.2185,25-34,couple,comfortable,10,2025-04-21
u0000135,pilgrim,Rajasthan,north,26.9157,70.9083,45-54,couple,shoestring,1,2024-06-04
u0000136,beach-and-slow,Himachal Pradesh,north,32.01,77.3152,45-54,couple,comfortable,1,2024-07-23
u0000137,food-first,Kerala,south,9.5916,77.1603,55+,family,comfortable,1,2024-10-19
u0000138,food-first,Kerala,south,9.9312,76.2673,25-34,family,moderate,60,2025-08-11
u0000139,weekend-escaper,Kerala,south,9.5916,77.1603,35-44,couple,comfortable,1,2025-07-05
u0000140,pilgrim,Madhya Pradesh,central,26.2183,78.1828,18-24,friends,moderate,1,2024-07-22
u0000141,weekend-escaper,Maharashtra,west,21.1458,79.0882,18-24,couple,moderate,3,2024-04-13
u0000142,weekend-escaper,Madhya Pradesh,central,24.8318,79.9199,45-54,couple,shoestring,1,2025-05-09
u0000143,weekend-escaper,Maharashtra,west,18.6414,72.8722,55+,couple,comfortable,1,2024-10-17
u0000144,mountain-walker,Karnataka,south,12.9716,77.5946,35-44,family,moderate,1,2024-03-07
u0000145,family-holiday,Madhya Pradesh,central,22.7196,75.8577,45-54,family,moderate,1,2024-03-20
u0000146,mountain-walker,Maharashtra,west,18.7546,73.4062,45-54,family,comfortable,7,2025-08-04
u0000147,mountain-walker,Maharashtra,west,19.076,72.8777,45-54,solo,shoestring,3,2024-09-14
u0000148,beach-and-slow,Jharkhand,east,23.3441,85.3096,55+,couple,comfortable,2,2025-01-11
u0000149,pilgrim,Sikkim,northeast,27.3,88.24,45-54,friends,premium,1,2025-07-19
u0000150,food-first,Maharashtra,west,18.6414,72.8722,55+,family,comfortable,1,2024-06-10
u0000151,mountain-walker,Rajasthan,north,26.4499,74.6399,45-54,couple,moderate,10,2025-03-25
u0000152,family-holiday,Rajasthan,north,26.2389,73.0243,55+,solo,moderate,1,2025-05-15
u0000153,food-first,Andaman & Nicobar,north,11.6234,92.7265,18-24,family,moderate,1,2025-08-24
u0000154,beach-and-slow,Maharashtra,west,19.076,72.8777,25-34,family,moderate,2,2025-05-28
u0000155,family-holiday,Gujarat,west,23.0225,72.5714,35-44,friends,moderate,1,2025-08-10
u0000156,mountain-walker,Puducherry,north,11.9416,79.8083,45-54,solo,premium,1,2024-03-24
u0000157,beach-and-slow,Tamil Nadu,south,9.9252,78.1198,55+,couple,moderate,1,2024-04-17
u0000158,beach-and-slow,Uttar Pradesh,central,27.5806,77.7006,18-24,couple,moderate,1,2024-01-26
u0000159,weekend-escaper,Rajasthan,north,26.4499,74.6399,45-54,couple,shoestring,2,2025-06-11
u0000160,food-first,Karnataka,south,12.3375,75.8069,45-54,couple,premium,10,2024-10-10
u0000161,weekend-escaper,Kerala,south,8.4004,76.9784,55+,solo,moderate,2,2024-03-30
u0000162,food-first,Kerala,south,8.7379,76.7163,18-24,friends,moderate,3,2024-06-07
u0000163,pilgrim,Maharashtra,west,19.076,72.8777,25-34,solo,moderate,12,2024-06-20
u0000164,weekend-escaper,Kerala,south,11.6854,76.132,35-44,couple,comfortable,1,2024-08-03
u0000165,pilgrim,Rajasthan,north,24.5854,73.7125,35-44,family,shoestring,4,2024-09-26
u0000166,family-holiday,Gujarat,west,21.1702,72.8311,35-44,friends,comfortable,1,2024-10-19
u0000167,family-holiday,Maharashtra,west,18.6414,72.8722,35-44,friends,moderate,6,2024-07-11
u0000168,heritage-seeker,Uttarakhand,north,29.3803,79.4636,35-44,friends,comfortable,1,2025-05-19
u0000169,beach-and-slow,Kerala,south,10.0889,77.0595,25-34,family,comfortable,1,2024-11-01
u0000170,family-holiday,Karnataka,south,14.5479,74.3188,25-34,couple,shoestring,1,2025-03-17
u0000171,food-first,Gujarat,west,21.1702,72.8311,25-34,friends,shoestring,2,2025-09-24
u0000172,family-holiday,Gujarat,west,23.2156,72.6369,55+,couple,premium,1,2025-08-21
u0000173,mountain-walker,Madhya Pradesh,central,24.8318,79.9199,55+,solo,shoestring,1,2025-06-14
u0000174,weekend-escaper,Maharashtra,west,17.9307,73.6477,55+,couple,comfortable,1,2025-09-03
u0000175,mountain-walker,Ladakh,north,34.1526,77.5771,55+,solo,moderate,2,2024-07-18
u0000176,family-holiday,Uttarakhand,north,30.4598,78.0644,35-44,couple,moderate,1,2024-07-25
u0000177,family-holiday,Madhya Pradesh,central,23.1815,79.9864,45-54,solo,premium,1,2024-09-06
u0000178,heritage-seeker,Odisha,east,19.8135,85.8312,18-24,couple,comfortable,1,2025-01-26
u0000179,weekend-escaper,Karnataka,south,14.5479,74.3188,35-44,friends,comfortable,1,2025-07-19
u0000180,beach-and-slow,Tamil Nadu,south,13.0827,80.2707,45-54,friends,comfortable,1,2025-03-20
u0000181,heritage-seeker,Uttar Pradesh,central,26.7922,82.1998,18-24,family,premium,1,2025-05-09
u0000182,heritage-seeker,Jammu & Kashmir,north,32.7266,74.857,25-34,family,shoestring,1,2024-10-27
u0000183,beach-and-slow,Bihar,east,24.6961,84.9911,18-24,family,premium,1,2025-07-26
u0000184,mountain-walker,Karnataka,south,15.918,75.685,55+,couple,shoestring,4,2024-06-28
u0000185,food-first,Bihar,east,25.5941,85.1376,25-34,friends,comfortable,1,2025-05-11
u0000186,weekend-escaper,Rajasthan,north,24.5926,72.7156,55+,friends,comfortable,1,2024-10-03
u0000187,food-first,Uttarakhand,north,29.53,78.7747,55+,couple,shoestring,2,2025-05-23
u0000188,heritage-seeker,Rajasthan,north,24.5926,72.7156,25-34,solo,comfortable,7,2024-01-28
u0000189,pilgrim,West Bengal,east,27.06,88.47,35-44,friends,comfortable,1,2024-05-15
u0000190,beach-and-slow,Gujarat,west,23.2156,72.6369,35-44,friends,moderate,7,2025-05-20
u0000191,family-holiday,Uttar Pradesh,central,27.1767,78.0081,55+,solo,comfortable,1,2025-05-27
u0000192,mountain-walker,Gujarat,west,23.2156,72.6369,18-24,couple,shoestring,2,2025-04-14
u0000193,weekend-escaper,Maharashtra,west,19.8762,75.3433,18-24,solo,comfortable,1,2025-04-13
u0000194,weekend-escaper,Madhya Pradesh,central,23.1815,79.9864,45-54,family,moderate,5,2024-05-11
u0000195,heritage-seeker,Sikkim,northeast,27.3314,88.6138,55+,couple,moderate,1,2024-09-27
u0000196,heritage-seeker,Bihar,east,24.6961,84.9911,35-44,family,premium,1,2025-08-28
u0000197,weekend-escaper,Karnataka,south,13.3409,74.7421,35-44,couple,moderate,1,2024-03-20
u0000198,family-holiday,Maharashtra,west,19.076,72.8777,45-54,solo,comfortable,1,2025-01-27
u0000199,mountain-walker,Tamil Nadu,south,13.0827,80.2707,18-24,solo,shoestring,3,2024-12-26
u0000200,mountain-walker,Gujarat,west,22.2394,68.9678,18-24,solo,comfortable,14,2024-12-14
u0000201,mountain-walker,Rajasthan,north,26.4899,74.5511,45-54,solo,moderate,1,2024-06-17
u0000202,heritage-seeker,Manipur,northeast,24.817,93.9368,45-54,friends,comfortable,1,2024-03-21
u0000203,weekend-escaper,Maharashtra,west,19.7645,74.4762,35-44,solo,moderate,1,2024-02-02
u0000204,heritage-seeker,Himachal Pradesh,north,32.2432,77.1892,55+,solo,comfortable,1,2025-03-09
u0000205,weekend-escaper,Chandigarh,north,30.7333,76.7794,35-44,couple,comfortable,5,2024-01-21
u0000206,heritage-seeker,Maharashtra,west,19.7645,74.4762,55+,family,comfortable,1,2025-02-13
u0000207,food-first,Kerala,south,9.4981,76.3388,55+,family,shoestring,2,2024-07-23
u0000208,pilgrim,Madhya Pradesh,central,23.2599,77.4126,45-54,friends,comfortable,1,2024-11-22
u0000209,family-holiday,West Bengal,east,22.5726,88.3639,18-24,family,premium,1,2024-11-28
u0000210,pilgrim,Karnataka,south,14.5479,74.3188,55+,couple,comfortable,2,2024-09-12
u0000211,family-holiday,Odisha,east,19.8876,86.0945,18-24,solo,premium,1,2025-02-01
u0000212,family-holiday,Himachal Pradesh,north,32.2432,77.1892,18-24,solo,moderate,1,2024-02-06
u0000213,pilgrim,Andhra Pradesh,south,16.5062,80.648,18-24,solo,moderate,1,2024-11-01
u0000214,pilgrim,Assam,northeast,26.5775,93.1711,18-24,couple,comfortable,1,2024-04-11
u0000215,heritage-seeker,Himachal Pradesh,north,31.1048,77.1734,18-24,couple,moderate,1,2025-07-15
u0000216,weekend-escaper,Rajasthan,north,26.9157,70.9083,55+,family,moderate,1,2025-07-06
u0000217,beach-and-slow,Karnataka,south,15.2689,76.3909,18-24,solo,moderate,1,2024-08-31
u0000218,pilgrim,Maharashtra,west,21.1458,79.0882,18-24,family,comfortable,1,2024-03-14
u0000219,heritage-seeker,Gujarat,west,21.1702,72.8311,55+,solo,comfortable,1,2025-07-20
u0000220,pilgrim,Assam,northeast,26.95,94.17,18-24,solo,premium,3,2025-03-02
u0000221,family-holiday,Gujarat,west,21.1702,72.8311,25-34,solo,comfortable,4,2024-12-26
u0000222,weekend-escaper,Rajasthan,north,24.8887,74.6269,18-24,solo,moderate,1,2025-04-06
u0000223,family-holiday,Chandigarh,north,30.7333,76.7794,55+,friends,moderate,1,2024-02-19
u0000224,family-holiday,Gujarat,west,23.2156,72.6369,45-54,solo,comfortable,2,2024-05-21
u0000225,heritage-seeker,West Bengal,east,22.5726,88.3639,35-44,friends,comfortable,1,2024-02-08
u0000226,family-holiday,Assam,northeast,26.95,94.17,25-34,couple,moderate,12,2024-06-17
u0000227,mountain-walker,Kerala,south,10.0889,77.0595,35-44,solo,moderate,5,2025-08-27
u0000228,heritage-seeker,Maharashtra,west,17.9307,73.6477,18-24,couple,moderate,2,2024-08-05
u0000229,heritage-seeker,Rajasthan,north,24.8887,74.6269,25-34,friends,moderate,1,2025-06-07
u0000230,mountain-walker,West Bengal,east,21.627,87.509,45-54,couple,shoestring,1,2024-02-24
u0000231,mountain-walker,Chhattisgarh,central,21.2514,81.6296,25-34,solo,comfortable,1,2025-08-28
u0000232,food-first,Himachal Pradesh,north,32.2432,77.1892,55+,solo,moderate,1,2024-09-02
u0000233,weekend-escaper,Maharashtra,west,18.7546,73.4062,18-24,couple,premium,1,2024-08-28
u0000234,mountain-walker,Bihar,east,25.5941,85.1376,25-34,couple,comfortable,1,2024-11-26
u0000235,family-holiday,Himachal Pradesh,north,32.01,77.3152,25-34,couple,premium,1,2025-07-23
u0000236,family-holiday,Karnataka,south,13.3409,74.7421,35-44,couple,comfortable,1,2025-03-23
u0000237,beach-and-slow,Meghalaya,northeast,25.5788,91.8933,35-44,solo,moderate,1,2025-03-15
u0000238,family-holiday,Ladakh,north,34.1526,77.5771,35-44,solo,moderate,3,2024-09-28
u0000239,beach-and-slow,Odisha,east,20.2961,85.8245,35-44,solo,moderate,1,2024-01-22
u0000240,heritage-seeker,Maharashtra,west,21.1458,79.0882,18-24,friends,moderate,5,2024-07-12
u0000241,pilgrim,Odisha,east,19.8135,85.8312,35-44,couple,moderate,1,2024-11-27
u0000242,weekend-escaper,Rajasthan,north,24.8887,74.6269,18-24,family,shoestring,1,2024-08-27
u0000243,pilgrim,Arunachal Pradesh,northeast,27.0844,93.6053,45-54,family,moderate,1,2025-03-31
u0000244,beach-and-slow,Maharashtra,west,17.9307,73.6477,25-34,family,premium,5,2024-02-24
u0000245,pilgrim,Maharashtra,west,21.1458,79.0882,35-44,friends,moderate,1,2024-11-26
u0000246,beach-and-slow,West Bengal,east,22.5726,88.3639,25-34,solo,moderate,2,2025-08-05
u0000247,mountain-walker,Karnataka,south,13.3409,74.7421,25-34,family,premium,1,2024-08-12
u0000248,family-holiday,Kerala,south,8.7379,76.7163,45-54,family,moderate,2,2025-02-17
u0000249,pilgrim,Rajasthan,north,26.838,70.9,45-54,friends,comfortable,2,2025-08-23
u0000250,heritage-seeker,Odisha,east,19.8135,85.8312,45-54,family,comfortable,9,2024-10-08
u0000251,family-holiday,Gujarat,west,22.3072,73.1812,25-34,family,shoestring,1,2024-07-01
u0000252,beach-and-slow,Arunachal Pradesh,northeast,27.586,91.859,55+,friends,shoestring,10,2024-08-02
u0000253,heritage-seeker,Andaman & Nicobar,north,11.6234,92.7265,35-44,friends,comfortable,1,2025-09-18
u0000254,family-holiday,Jammu & Kashmir,north,34.0837,74.7973,25-34,couple,shoestring,1,2024-03-21
u0000255,food-first,Karnataka,south,12.3375,75.8069,35-44,couple,premium,5,2024-06-14
u0000256,beach-and-slow,Bihar,east,25.5941,85.1376,45-54,solo,moderate,2,2024-09-11
u0000257,weekend-escaper,Uttarakhand,north,29.3803,79.4636,25-34,couple,shoestring,1,2025-06-05
u0000258,beach-and-slow,Ladakh,north,34.1526,77.5771,45-54,family,moderate,1,2025-04-22
u0000259,family-holiday,Rajasthan,north,26.4899,74.5511,45-54,solo,moderate,2,2025-03-23
u0000260,mountain-walker,Kerala,south,9.5916,77.1603,18-24,family,moderate,1,2024-05-09
u0000261,family-holiday,Punjab,north,31.634,74.8723,45-54,couple,comfortable,1,2024-08-15
u0000262,weekend-escaper,Uttar Pradesh,central,27.5806,77.7006,35-44,couple,shoestring,1,2024-04-09
u0000263,heritage-seeker,Maharashtra,west,18.6414,72.8722,55+,couple,comfortable,1,2024-01-28
u0000264,beach-and-slow,Tamil Nadu,south,13.0827,80.2707,25-34,couple,comfortable,4,2024-01-23
u0000265,food-first,Assam,northeast,26.95,94.17,25-34,solo,shoestring,4,2024-02-06
u0000266,weekend-escaper,Madhya Pradesh,central,26.2183,78.1828,55+,solo,moderate,1,2025-05-08
u0000267,mountain-walker,Tamil Nadu,south,10.7905,78.7047,55+,couple,comfortable,1,2025-04-28
u0000268,mountain-walker,Gujarat,west,23.2156,72.6369,55+,couple,premium,1,2024-10-01
u0000269,pilgrim,Gujarat,west,22.3072,73.1812,35-44,family,comfortable,1,2024-05-12
u0000270,heritage-seeker,Madhya Pradesh,central,22.7196,75.8577,25-34,couple,shoestring,8,2025-03-09
u0000271,family-holiday,Tamil Nadu,south,10.787,79.1378,45-54,couple,comfortable,1,2024-08-19
u0000272,heritage-seeker,Karnataka,south,12.9716,77.5946,25-34,friends,moderate,13,2025-05-23
u0000273,pilgrim,Chandigarh,north,30.7333,76.7794,35-44,friends,moderate,1,2024-02-05
